canonical_id,source_system,source_path,repo,repo_id,surface,provider,connection_type,tenant_scope,gate_required,secret_required,secret_status,canonical_class,seed_decision,status,stop_condition,evidence_hash,blocked_reason
conn_canon_000015,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_DIVERGENCE_RECONCILIATION_PROPAGATION/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,3aa9386c770c27fc3a239ffa5a513508c70ca623746e9be4fdb7adc659bb1935,
conn_canon_000016,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_DIVERGENCE_RECONCILIATION_PROPAGATION/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,SharePoint,Microsoft,SharePoint,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,774075353c4412044ea2e52580252378960880305c94f7692a6c9c16947e8bcc,
conn_canon_000017,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_DIVERGENCE_RECONCILIATION_PROPAGATION/SDU_DIVERGENCE_SCAN.csv,SeshatSgin/sdu-canon,SDU_CANON,Agents SDK,OpenAI,Agents SDK,COURT_SDU_SESHAT,GATE_OPENAI_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,pattern_reference,seed_now,CANONICAL_SEED_READY,openai_api_live_requested_without_order,683480a560465ea77fb00cfaf7c517f7822760dd659708a19c2724e2e1aa6586,
conn_canon_000018,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_DIVERGENCE_RECONCILIATION_PROPAGATION/SDU_DIVERGENCE_SCAN.csv,SeshatSgin/sdu-canon,SDU_CANON,OpenAI API,OpenAI,OpenAI API,COURT_SDU_SESHAT,GATE_OPENAI_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,openai_api_live_requested_without_order,db6baa082fbd82e362113355e46c1ebaabd7231cd30af64ff9b8ae02cfd93f8c,
conn_canon_000019,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_DIVERGENCE_RECONCILIATION_PROPAGATION/SDU_DIVERGENCE_SCAN.csv,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,de068e6ed2d914e9cd3d26fe6ff9d172952b6883657b3688528ad75dd2ebc6f5,
conn_canon_000020,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_DIVERGENCE_RECONCILIATION_PROPAGATION/SDU_UNIFICATION_CRITERIA_APPLIED.md,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,blocked_unresolved,blocked_pending_gate,CANONICAL_EXCLUDED_OR_BLOCKED,production_or_secret_or_tenant_risk_detected,345ae78a8e8a78f9872fa0ad5ae728ab32d722e5fffb39329b7be8360c7d9aef,blocked_pending_gate
conn_canon_000021,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,OpenAI API,OpenAI,OpenAI API,COURT_SDU_SESHAT,GATE_OPENAI_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,openai_api_live_requested_without_order,bf9ec36cd984868ffc0dd31e974b1cb71889e610484543e309f3e72963a9fca2,
conn_canon_000022,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,3fbb8e9e4eba225fe66a37f30e429e0b1f4e36464bcdd7400fb2016bac9f9b98,
conn_canon_000023,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,SharePoint,Microsoft,SharePoint,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,ee1bc5272806bd31d0516fdfd7ff38c0c5570f57fab6fdccb9b691802a58bf28,
conn_canon_000024,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_DIVERGENCE_CASES.csv,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,dba14ba8b8975210ba8d63d128f3263bf370b7ef64fab15330d57fddd077b4b5,
conn_canon_000025,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_DIVERGENCE_CASES.csv,SeshatSgin/sdu-canon,SDU_CANON,OpenAI API,OpenAI,OpenAI API,COURT_SDU_SESHAT,GATE_OPENAI_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,openai_api_live_requested_without_order,cce42d3d51477601d3e0ff95cf1e28eae18a6797345d19ac1d482bd430d30f8c,
conn_canon_000026,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_DIVERGENCE_CASES.csv,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,74c49f50954cd9c394d0bd111cfc5474d168309db78b09c194c38bb65780aa87,
conn_canon_000027,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_DIVERGENCE_CASES.csv,SeshatSgin/sdu-canon,SDU_CANON,SharePoint,Microsoft,SharePoint,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,12439cbf03e5c5e0e0f6864421960d4a873acdecfe2954bed24e3465b0865c01,
conn_canon_000028,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_UNIFICATION_CRITERIA.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,622fb6b64e1d7598180c59478c9bd4f28d2914d6a0f6966d6f961534c0213edf,
conn_canon_000029,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_UNIFICATION_CRITERIA.md,SeshatSgin/sdu-canon,SDU_CANON,OpenAI API,OpenAI,OpenAI API,COURT_SDU_SESHAT,GATE_OPENAI_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,openai_api_live_requested_without_order,ca1c085c1ee7c753048297227da1e40d540ca6c1fcd0e998e19b935bb4460906,
conn_canon_000030,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_UNIFICATION_CRITERIA.md,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,1ed62a7a18048b35b4bce69390fc4cdc1002ecf573119477d5cfad19976bd59d,
conn_canon_000031,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/2026-05-24_GATE_SDU_KNOWLEDGE_DIVERGENCE_UNIFICATION_LOTE_1/SDU_UNIFICATION_CRITERIA.md,SeshatSgin/sdu-canon,SDU_CANON,SharePoint,Microsoft,SharePoint,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,d36ac820f829fc78378a4e20be778cb95bae39fc543cd9dc59dc18f8f7978941,
conn_canon_000032,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/readbacks/2026-05-23_SDU_CONTEXT_ANCHORS_LOTE_1/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,evidence_only,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,e815eaeb3d5afc2baf2da46857b43dab99cbbe4cb0de9b79a78e92d647ef0125,
conn_canon_000033,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/readbacks/2026-05-23_SDU_CONTEXT_ANCHORS_LOTE_1/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,evidence_only,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,3944162061625740e2b23d70a70f9d81d0dd923bd7afe8ddcb61d559225dd484,
conn_canon_000034,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/readbacks/2026-05-23_SDU_CONTEXT_ANCHORS_LOTE_1/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,SharePoint,Microsoft,SharePoint,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,evidence_only,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,d4f049195db4c521d66207727f0769db7a030f87c80a766648f2d028b4ab9555,
conn_canon_000035,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/readbacks/2026-06-02_OPENAI_UPSTREAM_WAVE2_ADOPTION/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,OpenAI API,OpenAI,OpenAI API,COURT_SDU_SESHAT,GATE_OPENAI_LIVE_GOVERNED_ORDER,yes,externalized_required,evidence_only,seed_now,CANONICAL_SEED_READY,openai_api_live_requested_without_order,889cdf5ff496e8a316b58a2632fff2596c907469e6e92479d1b604b021b25c3d,
conn_canon_000036,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/readbacks/2026-06-02_OPENAI_UPSTREAM_WAVE2_ADOPTION/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,Power Platform Admin,Microsoft,Power Platform Admin,COURT_SDU_SESHAT,GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT,yes,externalized_required,evidence_only,seed_now,CANONICAL_SEED_READY,dataverse_apply_without_explicit_sandbox_or_default_as_dev,13308f0ecb70e1cfdf1e0d01dd7986cf0eb9f6320dbc3138258b9f53c9c97728,
conn_canon_000037,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/08_EVIDENCIA/readbacks/2026-06-02_OPENAI_UPSTREAM_WAVE2_ADOPTION/00_READBACK.md,SeshatSgin/sdu-canon,SDU_CANON,SharePoint,Microsoft,SharePoint,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,no,NO_SECRET_IN_REPO_DETECTED,evidence_only,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,a112d52845fe8ad3351ee6d836c0860119604bcac6850c06fa4822dae24ccceb,
conn_canon_000038,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/AGENTS.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,45ea517068d5d23fd0b615ec1a870603949718f7562bd2ced4ff91b2c451dc5b,
conn_canon_000039,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/canonical-examples/glosario-controlado/README.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,template_only,reference_only,CANONICAL_REFERENCE_ONLY,microsoft_live_requested_without_governed_order,89bea40b04c45d2697871993e1ff9c06b58c0be2850f479626c6a0d5356b8617,
conn_canon_000040,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/canonical-examples/mapa-madre-repos/README.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,template_only,reference_only,CANONICAL_REFERENCE_ONLY,microsoft_live_requested_without_governed_order,3b995524472ba583343ec28eb4831ffe9733878ad8e861c0d7629e748a1bdc52,
conn_canon_000041,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/canonical-examples/matriz-entradas-tenant/example.yaml,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,template_only,reference_only,CANONICAL_REFERENCE_ONLY,microsoft_live_requested_without_governed_order,71e0025c75f602f35c5f829dc492e458c3038c637f11e012ba818b18e17a0fc3,
conn_canon_000042,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/canonical-examples/matriz-entradas-tenant/README.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,template_only,reference_only,CANONICAL_REFERENCE_ONLY,microsoft_live_requested_without_governed_order,272d46d51bf6fb06575a80cee7a4b2e6ebc0c9d2aa619b52a2ec03107636d7e9,
conn_canon_000043,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/canonical-examples/matriz-entradas-tenant/variant-01.yaml,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,template_only,reference_only,CANONICAL_REFERENCE_ONLY,microsoft_live_requested_without_governed_order,290d93e78f71a54168d0598695b22bdbc6e11af067ca87cf22e28e93e57c209f,
conn_canon_000044,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/CONTRIBUTING.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,pattern_reference,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,0c55ae81f7c023fdc0de719608a0329cc5cadc0504f8d73d27dcd8375b8cc173,
conn_canon_000045,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/03_PRINCIPIOS_DE_SOBERANIA_Y_FEDERACION.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,evidence_only,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,88bf059bbd08dd7a0ddf436f32e34448380e0cc43aa7051cf4b7f7c245e8b25d,
conn_canon_000046,connection_registry_local,03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/04_MODELO_DE_AUTORIDAD_Y_DELEGACION.md,SeshatSgin/sdu-canon,SDU_CANON,Entra ID,Microsoft,Entra ID,COURT_SDU_SESHAT,GATE_MICROSOFT_LIVE_GOVERNED_ORDER,yes,externalized_required,evidence_only,seed_now,CANONICAL_SEED_READY,microsoft_live_requested_without_governed_order,9911c87082a4f21275ff45c94e63ee0b704c3e94c7509aaa5120e24d0940ed87,
