"branch_canonica","archivo","grupo_semantico","estrategia","justificacion","riesgo","follow_up"
"codex/gov/agents-sdk/live-operability-findings__ISSUE-RECON-001",".agents/codex/maps/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_FRAMEWORK_20260605.md","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=mapa_operativo","bajo","sin_accion"
"codex/gov/agents-sdk/live-operability-findings__ISSUE-RECON-001",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents-sdk/live-operability-findings__ISSUE-RECON-001",".agents/codex/readbacks/2026-06-05_agents_sdk_live_agent_global_operability_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/gov/agents-sdk/live-operability-findings__ISSUE-RECON-001",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002",".agents/codex/matrices/CABINA_OPERATING_SYSTEM_RECONCILIATION_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002",".agents/codex/matrices/EVIDENCE_AND_VALIDATION_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002",".agents/codex/readbacks/2026-06-05_cabina_operating_system_consolidation_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002","02_AUTHORITY_CANON/CURRENT_STATE.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002","AGENTS.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002","MANIFEST.yaml","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002","README.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=artefacto_tecnico_auxiliar","bajo","sin_accion"
"codex/gov/cabina/operating-system-consolidation__ISSUE-RECON-002","governance/canon/CABINA_OPERATING_SYSTEM_CONSTITUTION.md","GRUPO_A_CANON_DOCTRINA","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/matrices/CABINA_FULL_AUTOMATION_PLANE_MATRIX_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/matrices/CHANGE_AWARE_TEST_MANIFEST.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/matrices/EVIDENCE_AND_VALIDATION_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/matrices/TOOL_GOVERNANCE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/readbacks/2026-06-05_cabina_full_automation_by_planes_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/tools/TOOL_INDEX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=validador_o_tool_local","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/tools/local_validate_cabina_full_automation_planes.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=validador_o_tool_local","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".github/workflows/cabina-validation.yml","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=configuracion_validacion_ci","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003","governance/canon/CABINA_FULL_AUTOMATION_BY_PLANES.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/maps/CODEX_CLOUD_GOVERNED_LANE.md","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=mapa_operativo","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/maps/RUNTIME_PARALLEL_ACTIVATION.md","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=mapa_operativo","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/CODEX_CLOUD_GOVERNED_LANE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/D_SKILL_AVAILABILITY_AND_ISSUE_PR_FRICTION_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/POWERSHELL_RUNTIME_FRICTION_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/SKILL_INTEGRATION_DECISION_MATRIX_20260603.csv","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/TOOL_GOVERNANCE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/readbacks/2026-06-03_sdu_cn_human_operational_mandate_readback.md","GRUPO_C_EVIDENCIA_READBACKS","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/readbacks/2026-06-04_work_dispatch_agents_sdk_activation_readback.md","GRUPO_C_EVIDENCIA_READBACKS","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/RECIPE_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=receta_operativa","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/recipe.codex_cloud_governed_lane.md","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=receta_operativa","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/recipe.d_skill_availability_issue_pr_friction_review.md","GRUPO_B_MATRICES_ESTRUCTURALES","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/recipe.powershell_runtime_friction_guard.md","GRUPO_B_MATRICES_ESTRUCTURALES","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=artefacto_tecnico_auxiliar","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=artefacto_tecnico_auxiliar","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/tools/TOOL_INDEX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=validador_o_tool_local","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/tools/local_validate_d_skill_availability_and_issue_pr_friction.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/tools/local_validate_powershell_runtime_friction.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-document-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-github-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-sharepoint-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-superpowers-methodology-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-teams-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/rey-modo-evidencia-riesgo-handoff/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/rey-modo-gobernador-capacidades/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/sdu-ejecutor-gates/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/skill-judge/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-desarrollo-con-subagentes/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-harness-evals-agentes/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-normalizador-sistema-modo-on/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-planificador-con-archivos/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-redactor-planes-operativos/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","02_AUTHORITY_CANON/CURRENT_STATE.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","02_AUTHORITY_CANON/GOVERNED_ORDERS_INDEX.csv","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
